URL,wallet_address,solscan_link,Notes
https://gmgn.ai/sol/address/8z6Y21zSPZLdCcPfLRnxbNYqGpqdvpsTgxXJutwaefZd,8z6Y21zSPZLdCcPfLRnxbNYqGpqdvpsTgxXJutwaefZd,https://solscan.io/account/8z6Y21zSPZLdCcPfLRnxbNYqGpqdvpsTgxXJutwaefZd,
https://gmgn.ai/sol/address/UzLgX5Ee91oiobD4xohMcMdG7KechgAZGvrbqiQFYrX,UzLgX5Ee91oiobD4xohMcMdG7KechgAZGvrbqiQFYrX,https://solscan.io/account/UzLgX5Ee91oiobD4xohMcMdG7KechgAZGvrbqiQFYrX,
https://gmgn.ai/sol/address/4CLZQMMKz9TGTkurzdtXTASRXFU2KKDsK3mcd4SZ174N,4CLZQMMKz9TGTkurzdtXTASRXFU2KKDsK3mcd4SZ174N,https://solscan.io/account/4CLZQMMKz9TGTkurzdtXTASRXFU2KKDsK3mcd4SZ174N,
https://gmgn.ai/sol/address/ButtM8CvfA7k3S82BJjVGRZKSvtxB8cX4Wb9jK6wQsPW,ButtM8CvfA7k3S82BJjVGRZKSvtxB8cX4Wb9jK6wQsPW,https://solscan.io/account/ButtM8CvfA7k3S82BJjVGRZKSvtxB8cX4Wb9jK6wQsPW,
https://gmgn.ai/sol/address/6UMmjgYc9y1FbK6CbVBvoh5QzpPQu5ZdZ2o8WinHMZZG,6UMmjgYc9y1FbK6CbVBvoh5QzpPQu5ZdZ2o8WinHMZZG,https://solscan.io/account/6UMmjgYc9y1FbK6CbVBvoh5QzpPQu5ZdZ2o8WinHMZZG,
